id	url	timestamp	title	activity_type	felt	duration_seconds	distance	distance_units	description	effort_outof_5	gear	weather	calories
3279547	http://www.dailymile.com/entries/3279547	2010-09-13T14:03:38Z							"Drink Naked (juice).  Yummy stuff.
http://www.nakedjuice.com"				
3287283	http://www.dailymile.com/entries/3287283	2010-09-13T23:51:13Z	more chasing training wheels	Running			2.5	miles	Definitely cooler tonight.  Achilles is still a long way from 100%.  Chased my daughter on her bike again, then ran some more after.  Since the students came back to Gainesville there is a *lot* more broken glass out there.  Leaves are starting to fall on the trails, obscuring the hazards.	3	Barefoot		294
3310178	http://www.dailymile.com/entries/3310178	2010-09-15T12:29:46Z							"Saw some info apparently from Arthur Lydiard's book... get your REST people!
""We do know a bit more about the appropriate length of the recovery 
period, thanks to research carried out with marathon runners. A study 
carried out by Michael Warhol and his colleagues at Harvard Medical 
School and Tufts University uncovered extensive damage in marathoners' 
leg muscles immediately after the 26.2-mile race (broken cell fibres, 
swollen cells, mangled membranes, degenerated mitochondria, and 
damaged blood vessels were present). Repair of this sorry state of 
affairs took about four weeks, and in some runners it took even longer 
('Skeletal Muscle Injury and Repair in Marathon Runners after 
Competition,' American Journal of Pathology, vol. 118, pp. 331-339, 
1985).  True, not all endurance athletes are marathon runners, but 
subsequent research showed that moderate endurance training (about 31 
miles of running per week - with no marathon running) can produce 
similar damage in 33 per cent of runners and slightly heavier training 
(48 miles per week with no marathoning) can induce comparable damage 
in the majority of runners ('Structural and Ultrastructural Changes in 
Skeletal Muscle Associated with Long-Distance Training and Running,' 
International Journal of Sports Medicine, vol. 10, pp. S156-159, 
1989). Thus, we can conclude that almost all serious runners need a 
recovery period . . . """				
3328591	http://www.dailymile.com/entries/3328591	2010-09-16T18:13:52Z							"For all you ultra runners next year, the Barkley ultra-marathons:
http://www.mattmahoney.net/barkley/"				
3332487	http://www.dailymile.com/entries/3332487	2010-09-17T00:34:28Z	hill repeats	Running	alright		3	miles	Shands Hill (Newell Drive) x 5 with warm up and cool down.	5	Nike Free Run+		353
3349717	http://www.dailymile.com/entries/3349717	2010-09-18T14:13:16Z	San Felasco (Millhopper Rd)	Running	tired	6360	9.6	miles	Gluts were sore from Thursday hill workout.	3	Nike Free Run+		1469
3355957	http://www.dailymile.com/entries/3355957	2010-09-18T21:46:18Z							"I'm growing my running library.  I now have:
""The Perfect Mile"" by Neal Bascomb
""Running with the Buffaloes"" by Chris Lear
""Running to the Top"" by Arthur Lydiard
""Born to Run"" by Chris McDougall
Of these, I've only read Born to Run so far."				
3358253	http://www.dailymile.com/entries/3358253	2010-09-19T00:57:53Z	awesome barefoot run	Running	great		3	miles	Long runs must have magical healing powers... the almost 10 miles I ran this morning seem to have cleared out all the kinks.  Or maybe it was the bean and corn burritos I made for lunch gave me super powers.  This evening I went for a short barefoot walk/run with my daughter and felt good, so then I went for a run by myself.  Everything felt great, had to take advantage and fly fly fly.	4			353
3363698	http://www.dailymile.com/entries/3363698	2010-09-19T16:32:37Z	Glen Springs Rd. Loop	Running	alright	3981	6.16	miles	Yay for LSD (Long Slow Distance). Got very hot at the end (noon).  I think this is my longest run in VFF.  No arch pains or any of the other issues that I used to get from VFF.  I guess my form is much improved.	2		sunny	914
3368456	http://www.dailymile.com/entries/3368456	2010-09-19T22:34:39Z							"Read ""Running to the Top"" by Arthur Lydiard. He would say that I do not yet have sufficient endurance base to start cranking out speed workouts. He has a nice rant about excessively supportive running shoes and orthotics (although he seems to be a supporter of heal striking) and says:  ""If you could just attach a rubber sole to your foot, with nothing on the top, you’d have the perfect running shoe."""				
3390167	http://www.dailymile.com/entries/3390167	2010-09-21T12:09:00Z							"Ultra Tips (just enough to mess with everyone who already has a plan):
http://www.fitnessintuition.com/howtorun.htm

(linked from http://www.ultramarathonrunning.com/training/index.html)"				
3405188	http://www.dailymile.com/entries/3405188	2010-09-21T04:00:00Z	long night loop	Running	good	5124	9.1	miles	The moon was out bright tonight. My longest run in VFF. Definitely cooler.  Had plenty of fuel and actually let it digest before running... it was lasagna night at Leonardos (Millhopper).  I ran on major streets which were well-lit. Running in the upper end of my aerobic capacity for sure. I never stopped my watch during the run, so the overall time included all the stops. I had to take off my VFF and run barefoot for a few minutes to get rid of an arch cramp.  Getting them back on again took a while. And now I am drinking a beer because I earned it.	4	VFF Bikila		1126
3405214	http://www.dailymile.com/entries/3405214	2010-09-22T11:12:06Z							Dailymile server issues last night?  Couldn't post my workout until this morning.  9 miles in VFF under a moonlit sky.				
3420742	http://www.dailymile.com/entries/3420742	2010-09-23T12:06:27Z	University Ave 6mi loop	Running	alright		6.24	miles	Had some tightness in my ankles during the night.  Didn't sleep well.  A morning run seemed like just the thing to loosen up the lower legs.  Doing a double today, running with Matt C. on campus after work.  Trying to balance eating less to lose weight with needing to put fuel in the tank.  Today will be a hearty meal day to make sure I can replenish and rebuild.	2	VFF Bikila		703
3429022	http://www.dailymile.com/entries/3429022	2010-09-24T00:22:15Z	UF campus	Running	tired	2547	4.18	miles	I'm experiencing deja vu from the 1990s... my body flips out when the weather gets cooler, as if my legs never get warmed up enough due to that highly efficient cooling system of mine (e.g. super sweat).  This was the second part of my double. Made it through, ankles are sore, icing... ahhh.  One more long run this weekend, then take it easy in prep for two weekends in a row with races.	3	Nike Free Run+		556
3449338	http://www.dailymile.com/entries/3449338	2010-09-25T18:03:18Z							Resting for a long trail run tomorrow.  Spent some time researching fuels for the longer races. I'll be testing Larabars for energy and NUUN tablets for electrolytes.  One Larabar and a couple NUUN tablets fit into the little zipper pocket on my Nathan water bottle so I will be pseudo self-sufficient (just add water).				
3458006	http://www.dailymile.com/entries/3458006	2010-09-26T15:31:51Z	Long barefoot trail run at San Felasco (Millhopper Rd)	Running	good	9264	15.2	miles	Beautiful sunrise this morning. Some people never see those. Ran 4 x Hammock Cutoff loop so had lots of hills.  The last loop was really tough physically and mentally, had trouble picking up the legs. Matt C. was supposed to come out but bailed due to fear of muddy trails.  Larabar + NUUN worked great. I ate two bars total and had two water bottles with NUUN spaced out over the run and never felt any stomach discomfort.  Started getting a knot/cramp in my quad during lap 2 (before Larabar and NUUN). Fueled up for lap 3 and the knot went away.  I think this is my longest run ever in my whole life (even going back to college XC days) and I did it barefoot.  Tired but happy, I feel prepared for what comes next.	3	Barefoot		2041
3510427	http://www.dailymile.com/entries/3510427	2010-09-30T02:55:01Z	Brywood to 13th St	Running	alright		3.19	miles	Tissues are still recovering from the long weekend run.	2	VFF Bikila		359
3522230	http://www.dailymile.com/entries/3522230	2010-10-01T00:18:49Z	UF campus	Running	tired		5	miles	Feel drained.  I have some kind of sinus thing going on.  Achilles is still bothering me.	3	Nike Free Run+		479
3545626	http://www.dailymile.com/entries/3545626	2010-10-02T04:00:00Z	warmup and cooldown for Dog Days	Running	alright		1	miles		2	VFF Bikila		112
3546925	http://www.dailymile.com/entries/3546925	2010-10-02T23:25:22Z	Dog Days 5k	Running	alright	1327	3.1	miles	Just a scooch over 22 minutes.	5	VFF Bikila		291
3551675	http://www.dailymile.com/entries/3551675	2010-10-03T14:54:45Z	Hogtown Creek Greenway	Running	tired	1598	2.5	miles	Barefoot.  Still sick.  Bleh.	3	Barefoot		344
3616338	http://www.dailymile.com/entries/3616338	2010-10-08T01:28:14Z	UF campus with Dwight and Matt	Running	good		4.27	miles	First run since Sunday.  Still some sinus mayhem but feeling much better overall.  Rest is good.  Most of the body felt fresh.  Dwight made us push up the hills on Gale Lemerand Drive.  Left Achilles still touchy.  Right calf feels a little strained.	3	VFF Bikila		481
3636023	http://www.dailymile.com/entries/3636023	2010-10-09T19:26:37Z	John Holmes 16 mile trail race barefoot	Running	good	9089	16	miles	I finished!  Longest run ever in my whole life. Barefoot is the way to go when running on sugary sand trails.  Third in my age group.  First half of the race I was at the back of the lead pack.  I died hard hard hard after 1 hour 50 minutes... for some reason I thought I should try to race the second (last) 7-mile loop. My shoulders and back tied in knots.  After the race, lots of people were interested in my bare feet... maybe I'll make the highlight reel. A Gainesville woman (Kristen Bryant) won the female side of our age group.	5	Barefoot	sunny	1962
3651372	http://www.dailymile.com/entries/3651372	2010-10-11T01:21:04Z	Brywood to 13th St	Running	injured	1753	3.19	miles	Feet still hurting from yesterday's race but I had to try out my new trail running shoes!  Only ran on sidewalks since it was dark, but the Adidas Kanadia 3 shoes lend themselves nicely to a midfoot strike. They are stiff and heavy but they let my feet land the right way. The Adidas Kanadia are on sale at Sports Authority for $50, and they have clearance section in the back with Kanadia 2 from last year in less boring colors. I wanted to get new shoes since my feet have expanded too much for my Nike Frees and the Frees just have too much heel lift.  I could not wait for all of the new minimalist shoes coming out in spring 2011.	3	Adidas Kanadia 3		376
3658529	http://www.dailymile.com/entries/3658529	2010-10-11T17:03:02Z							"Anton Krupicka’s minimalist shoe construction philosophy:
http://www.runningtimes.com/Article.aspx?ArticleID=20837"				
3670339	http://www.dailymile.com/entries/3670339	2010-10-12T12:17:58Z							New profile pic.  :)				
3677315	http://www.dailymile.com/entries/3677315	2010-10-12T23:06:36Z	Hogtown Creek Greenway	Running	alright		0.75	miles	Jogging with the kids.  I like my new trail shoes.  It will be good to give them a real test on some real trails one of these days. I want to let my feet heal up well first.	2	Adidas Kanadia 3		82
3684470	http://www.dailymile.com/entries/3684470	2010-10-13T12:24:13Z							"My race report for the John Holmes 16 Mile trail run:

http://thatlinuxbox.com/blog/article.php/20101009204257420"				
3694028	http://www.dailymile.com/entries/3694028	2010-10-14T01:03:34Z	Brywood to 13th St	Running	blah	1080	1.59	miles	Ankles were starting to get tight so I decided to go for a run.  Lots of kinks and creaks and sore tissue below the knees.	1	VFF Bikila		233
3694083	http://www.dailymile.com/entries/3694083	2010-10-14T01:06:59Z	13th St to Brywood	Running	alright	704	1.59	miles	Feet and achilles could be happier but nothing major to report.  Guess I was moving pretty fast.	3			142
3728216	http://www.dailymile.com/entries/3728216	2010-10-16T21:39:29Z	Greenway trails near home	Running	alright	2515	4	miles	Trying out the new trail shoes.	3	Adidas Kanadia 3		532
